,year,region,Geo_point,geopoint_x,geopoint_y,No. of Accidents,No. of Casualties - Dead,No. of Casualties - Injured,driving_licenses_issues
290,2009,Al-Baha,"20.1484058503, 41.4665484892",20.1484058503, 41.4665484892,,,,9815
291,2011,Al-Jouf,"29.9677445762, 39.5570371172",29.9677445762, 39.5570371172,,,,10180
292,2013,Al-Jouf,"29.9677445762, 39.5570371172",29.9677445762, 39.5570371172,,,,11602
293,2003,Al-Jouf,"29.9677445762, 39.5570371172",29.9677445762, 39.5570371172,,,,3852
294,2002,Makkah,"21.628962766, 41.2636898334",21.628962766, 41.2636898334,,,,88593
295,2003,Makkah,"21.628962766, 41.2636898334",21.628962766, 41.2636898334,,,,74236
296,2007,Makkah,"21.628962766, 41.2636898334",21.628962766, 41.2636898334,,,,91902
297,2015,Madinah,"24.927534539, 39.4918237173",24.927534539, 39.4918237173,,,,22744
298,1997,Madinah,"24.927534539, 39.4918237173",24.927534539, 39.4918237173,,,,10495
299,2008,Madinah,"24.927534539, 39.4918237173",24.927534539, 39.4918237173,,,,9194
300,2011,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,10760
301,1993,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,73618
302,1997,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,10092
303,1999,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,9983
304,1998,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,11350
305,2002,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,16298
306,2008,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,22236
307,2009,Qassim,"26.1967063704, 43.3429998455",26.1967063704, 43.3429998455,,,,27571
308,1993,Eastern Region,"23.2883307307, 50.1478302439",23.2883307307, 50.1478302439,,,,9964
309,1999,Eastern Region,"23.2883307307, 50.1478302439",23.2883307307, 50.1478302439,,,,64973
310,1998,Eastern Region,"23.2883307307, 50.1478302439",23.2883307307, 50.1478302439,,,,70650
311,2004,Eastern Region,"23.2883307307, 50.1478302439",23.2883307307, 50.1478302439,,,,84984
312,2005,Eastern Region,"23.2883307307, 50.1478302439",23.2883307307, 50.1478302439,,,,82505
313,2010,Assir,"19.1387847401, 42.941470036",19.1387847401, 42.941470036,,,,21835
314,1993,Assir,"19.1387847401, 42.941470036",19.1387847401, 42.941470036,,,,6226
315,1994,Assir,"19.1387847401, 42.941470036",19.1387847401, 42.941470036,,,,5185
316,2004,Assir,"19.1387847401, 42.941470036",19.1387847401, 42.941470036,,,,17947
317,2009,Assir,"19.1387847401, 42.941470036",19.1387847401, 42.941470036,,,,21582
318,2012,Tabouk,"27.90165499, 37.2598581394",27.90165499, 37.2598581394,,,,11391
319,1999,Tabouk,"27.90165499, 37.2598581394",27.90165499, 37.2598581394,,,,5298
320,2000,Tabouk,"27.90165499, 37.2598581394",27.90165499, 37.2598581394,,,,8473
321,2006,Tabouk,"27.90165499, 37.2598581394",27.90165499, 37.2598581394,,,,8259
322,2013,Hail,"27.400845724, 41.4406960508",27.400845724, 41.4406960508,,,,9731
323,1997,Hail,"27.400845724, 41.4406960508",27.400845724, 41.4406960508,,,,6606
324,1999,Hail,"27.400845724, 41.4406960508",27.400845724, 41.4406960508,,,,3139
